"filename", "language", "Markdown", "YAML", "Dart", "JSON", "Properties", "Groovy", "C++", "Swift", "XML", "HTML", "comment", "blank", "total"
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/rooms/rooms.controller.dart", "Dart", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/rooms/rooms.screen.dart", "Dart", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 10, 57
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/rooms/widgets/rooms.body.dart", "Dart", 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 4, 11, 127
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/services/add/services.add.controller.dart", "Dart", 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 5, 17, 159
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/services/add/services.add.screen.dart", "Dart", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 1, 14, 113
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/services/services.controller.dart", "Dart", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 1, 6, 91
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/services/services.screen.dart", "Dart", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 2, 16, 113
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/students/exports/students.export.screen.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/students/exports/students.exports.controller.dart", "Dart", 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 8, 25, 152
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/students/students.controller.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/students/students.screen.dart", "Dart", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 5, 9, 59
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/students/widgets/student.stats.dart", "Dart", 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 5, 15, 226
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/widgets/manage.charts.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 6, 39
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/widgets/manage.menu.dart", "Dart", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 8, 86
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/manage/widgets/manage.search.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/admin/reports/reports.screen.dart", "Dart", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/shared/403/403.screen.dart", "Dart", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/shared/404/404.screen.dart", "Dart", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/shared/home/home.screen.dart", "Dart", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 1, 7, 50
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/shared/login/login.controller.dart", "Dart", 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 21, 38, 224
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/shared/login/login.screen.dart", "Dart", 0, 0, 87, 0, 0, 0, 0, 0, 0, 0, 6, 12, 105
