"filename", "language", "YAML", "Dart", "JSON", "Markdown", "HTML", "Groovy", "Properties", "XML", "Swift", "C++", "comment", "blank", "total"
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/student/room/repairs/student.repairs.screen.dart", "Dart", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 115
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/student/room/services/student.services.controller.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/student/room/services/student.services.screen.dart", "Dart", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 110
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/student/room/student.room.controller.dart", "Dart", 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 141
"/Users/icestorm/Desktop/bvu_dormitory/lib/screens/student/room/student.room.screen.dart", "Dart", 0, 473, 0, 0, 0, 0, 0, 0, 0, 0, 33, 37, 543
"/Users/icestorm/Desktop/bvu_dormitory/lib/services/notifications/notification.service.dart", "Dart", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 4
"/Users/icestorm/Desktop/bvu_dormitory/lib/widgets/app.form.field.dart", "Dart", 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 171
"/Users/icestorm/Desktop/bvu_dormitory/lib/widgets/app.form.picker.dart", "Dart", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 27, 12, 143
"/Users/icestorm/Desktop/bvu_dormitory/lib/widgets/app.thousand_seperator.dart", "Dart", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 47
"/Users/icestorm/Desktop/bvu_dormitory/lib/widgets/app.ticket.dart", "Dart", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 59
"/Users/icestorm/Desktop/bvu_dormitory/lib/widgets/app_menu_group.dart", "Dart", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 143
"/Users/icestorm/Desktop/bvu_dormitory/lib/widgets/otp_composer.dart", "Dart", 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 113
"/Users/icestorm/Desktop/bvu_dormitory/pubspec.yaml", "YAML", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 23, 136
"/Users/icestorm/Desktop/bvu_dormitory/test/screens/shared/login/login.controller_test.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 14
"/Users/icestorm/Desktop/bvu_dormitory/test/widget_test.dart", "Dart", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 30
"/Users/icestorm/Desktop/bvu_dormitory/web/index.html", "HTML", 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 17, 6, 102
"/Users/icestorm/Desktop/bvu_dormitory/web/manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"Total", "-", 64, 12741, 469, 13, 79, 104, 9, 155, 12, 1, 876, 1754, 16277
